Lake,Date,Species,Tag Number,Length (inches),Recap,shock time (minutes),Comments,H2O temp,conductivity,Gear,Secchi
S Twin,7/13/2017,BIB,5140,19.0,,,,80,430,electrofishing,
S Twin,7/13/2017,BIB,5136,19.1,,,,80,430,electrofishing,
S Twin,7/13/2017,BIB,5144,18.6,,,,80,430,electrofishing,
S Twin,7/13/2017,BIB,5142,19.3,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5143,14.5,,,,80,430,electrofishing,
S Twin,7/13/2017,BIB,5141,18.1,,20,,80,430,electrofishing,
S Twin,7/13/2017,COC,5146,13.8,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5145,13.4,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5148,17.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5151,23.4,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5153,12.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5152,10.3,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5154,12.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5155,14.1,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5149,13.0,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5147,14.4,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5150,12.2,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5158,11.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5157,13.2,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5159,15.5,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5156,19.3,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5160,14.3,,,,80,430,electrofishing,
S Twin,7/13/2017,COC,5161,13.0,,23,,80,430,electrofishing,
N Twin,9/15/2017,BIB,5425,20.4,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5423,24.2,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5424,28.6,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5426,28.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5427,25.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5429,26.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5428,27.7,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5430,27.6,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5431,22.3,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5432,25.7,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5433,29.1,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5434,20.5,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5435,25.5,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5436,18.9,,8,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5437,29.0,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5438,23.2,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5439,27.3,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5442,30.2,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5443,26.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5441,29.2,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5444,28.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5440,29.7,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5445,23.5,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5446,29.7,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5447,24.6,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5449,24.7,,7.5,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5448,29.5,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,5450,22.4,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5550,20.0,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,5549,24.5,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5548,27.5,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,5547,17.3,,20,missing left pelvic,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5543,27.7,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5546,22.2,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5544,27.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5542,24.0,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5545,29.0,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5538,23.7,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5540,25.9,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5539,25.6,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5541,30.9,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5535,25.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5537,23.0,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5536,27.5,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5532,23.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5533,19.4,,12,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,5534,29.2,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5582,23.9,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,5583,28.6,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5578,25.7,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5577,26.6,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,5576,24.9,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5581,24.4,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5580,25.3,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,5579,19.1,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,5584,26.6,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,5586,25.5,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,5589,25.1,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,1337,15.0,R,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,5588,21.3,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,COC,5585,20.4,,17,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5587,27.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5590,24.9,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5529,31.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5526,27.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5527,28.6,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5531,27.2,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5528,27.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5525,25.8,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5521,29.1,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5524,22.2,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5523,29.2,,9,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5522,25.1,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5519,27.2,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5520,26.0,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5516,27.3,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5517,26.0,,,,71,430,electrofishing,"22"""
N Twin,9/15/2017,BIB,5518,28.5,,9,,71,430,electrofishing,"22"""
S Twin,8/25/2017,BIB,5286,17.3,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5287,17.7,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5288,18.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5377,16.6,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5376,15.9,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5381,16.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5378,14.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5380,14.5,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5379,16.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5387,16.6,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5383,13.5,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5386,19.0,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5382,14.5,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5384,14.0,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5385,14.1,,25,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5397,19.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5400,18.8,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5398,15.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5399,16.8,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5392,17.7,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5394,17.0,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5393,13.7,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5396,15.6,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5395,13.6,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5388,14.5,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5389,21.9,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5391,20.6,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5390,10.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5327,13.5,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5330,15.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5174,16.5,R,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5326,15.3,,33,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5329,17.5,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5331,16.7,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5328,19.3,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,BIB,5350,20.0,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5349,15.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5347,13.8,,15,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5348,19.3,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5344,14.7,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5346,19.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5345,20.6,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5341,13.6,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5343,15.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5339,17.8,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5340,12.5,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5342,14.3,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5338,11.0,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5337,20.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5336,13.7,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5335,17.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5334,16.0,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5333,11.7,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5332,21.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5352,16.5,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5351,22.1,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5356,23.0,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5353,15.6,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5355,11.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5354,13.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5357,14.3,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5358,16.9,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5359,17.9,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5360,14.1,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5361,14.4,,30,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5363,15.6,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5364,17.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5362,21.5,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5374,14.7,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5373,13.6,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5375,23.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5365,13.3,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5375,15.9,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5371,14.8,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5370,14.5,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5368,21.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5366,18.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5367,16.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5369,14.9,,,missing left pelvic,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5302,20.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5303,16.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5301,20.8,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5306,13.4,,25,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5304,17.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5307,15.7,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5305,15.7,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5314,14.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5313,13.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5308,17.9,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5310,16.7,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5312,13.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5325,19.1,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5322,12.9,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5319,16.1,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5309,13.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5311,15.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5318,17.3,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5317,17.8,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5320,14.6,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5316,14.7,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5315,13.5,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5323,14.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5321,19.4,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5324,14.5,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5476,16.2,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5477,12.0,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5480,14.0,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5478,16.8,,,,70,420,electrofishing,"9"""
S Twin,8/25/2017,COC,5481,13.6,,20,,70,420,electrofishing,"9"""
S Twin,9/14/2017,COC,5488,28.5,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5479,25.0,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5482,14.0,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5485,22.9,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5483,22.8,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5484,14.6,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5486,16.5,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5487,16.5,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5489,18.1,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5490,15.8,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5491,21.3,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5492,25.2,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5496,22.0,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5493,25.1,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5495,20.7,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5494,23.3,,30,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5460,15.4,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5461,20.7,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5452,17.6,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5451,18.0,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5456,17.0,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5458,11.8,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5459,16.5,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5457,12.1,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5455,14.8,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5453,15.5,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5454,17.5,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5463,13.7,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5462,16.7,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5464,20.2,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5466,15.0,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5465,15.6,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5467,15.6,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5468,14.6,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5393,13.8,R,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5469,14.0,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5470,20.4,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5474,15.7,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5473,13.5,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5472,13.7,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5471,15.2,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5401,13.8,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5404,13.9,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5403,14.7,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5402,17.7,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5405,14.5,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5406,13.5,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5407,14.4,,60,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5475,17.9,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5497,14.5,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5500,14.5,,,missing right pelvic,72,420,electrofishing,"12"""
S Twin,9/14/2017,BIB,5498,18.2,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5408,19.8,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5499,14.7,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5409,21.3,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5410,13.5,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5411,13.4,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5413,17.3,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5412,14.7,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5417,14.4,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5416,13.3,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5415,13.0,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5414,14.2,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5418,15.5,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5419,21.0,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5421,15.4,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5420,18.8,,,,72,420,electrofishing,"12"""
S Twin,9/14/2017,COC,5422,18.5,,13,,72,420,electrofishing,"12"""
N Twin,5/31/2017,COC,,17.4,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,25.2,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,15.4,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,23.1,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,21.2,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,21.3,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,12.0,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,14.7,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,24.0,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,19.8,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,BIB,,27.7,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,21.7,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,29.5,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,28.9,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,BIB,,25.0,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,BIB,,28.1,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,21.6,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,28.9,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,BIB,,29.0,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,BIB,,28.7,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,20.2,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,21.6,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,BIB,,23.2,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,BIB,,31.5,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,25.9,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,29.0,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,BIB,,15.5,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,22.1,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,28.9,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,17.3,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,16.6,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,BIB,,27.8,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,28.9,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,16.8,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,20.2,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,32.1,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,14.0,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,16.2,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,BIB,,16.9,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,COC,,14.5,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,BIB,,28.3,,,aging fish,65,350,electrofishing,
N Twin,5/31/2017,BIB,,29.4,,135,aging fish,65,350,electrofishing,
N Twin,6/5/2017,BIB,,30.3,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,30.5,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,27.3,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,17.9,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,26.4,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,25.1,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,26.3,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,24.7,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,23.7,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,16.4,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,23.9,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,16.7,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,26.1,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,29.6,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,18.6,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,18.6,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,24.2,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,25.3,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,15.3,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,17.8,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,16.8,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,16.2,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,27.1,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,22.1,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,21.3,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,28.0,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,30.3,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,25.9,,,aging fish,72,420,electrofishing,
N Twin,6/5/2017,BIB,,17.8,,,aging fish,72,420,electrofishing,
