Lake,Date,Species,Tag Number,Length (inches),Recap,shock time (minutes),Comments,H2O temp,conductivity,Gear,Secchi
N Twin,6/19/2017,BIB,1357,24.5,,,,72,400,electrofishing,
N Twin,6/19/2017,BIB,1364,16.4,,,,72,400,electrofishing,
N Twin,6/19/2017,BIB,1368,22.8,,15,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1501,12.9,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1503,17.4,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1601,17.0,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1606,20.7,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1604,16.7,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1605,18.8,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1602,23.4,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1603,19.0,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1609,20.2,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1608,25.6,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1607,18.7,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1611,22.2,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1610,14.5,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1612,16.0,,20,,72,400,electrofishing,
N Twin,6/27/2017,COC,1619,22.1,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1618,28.1,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1621,15.0,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1613,16.5,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1614,17.5,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1624,14.6,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1622,17.8,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1623,17.5,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1505,18.2,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1617,19.0,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1620,15.5,,20,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1616,17.0,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1615,23.5,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1625,20.0,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1635,17.7,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1636,25.3,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1634,20.2,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1637,19.4,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1626,26.4,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1630,25.0,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1631,22.0,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1629,14.0,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1628,16.5,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1329,18.4,R,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1633,21.4,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1626,23.2,,20,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1638,20.4,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1639,17.3,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1640,17.0,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1647,16.2,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1648,20.0,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1643,20.3,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1646,15.9,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1641,16.4,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1642,19.0,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1650,20.6,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1644,17.6,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1645,26.7,,22,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1649,27.7,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1660,21.4,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1656,23.2,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1661,26.2,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1654,16.5,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1657,21.6,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1664,21.5,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1655,20.8,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,no tag,17.3,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1665,22.2,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1662,16.7,,,,72,400,electrofishing,
N Twin,6/27/2017,BIB,1663,17.0,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1659,16.3,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1653,20.0,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1658,19.4,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1651,23.6,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1652,18.4,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1668,22.0,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1669,27.2,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1667,24.3,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1666,22.3,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1670,26.5,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1671,15.2,,,missing left pelvic,72,400,electrofishing,
N Twin,6/27/2017,COC,1672,19.7,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1673,19.6,,,,72,400,electrofishing,
N Twin,6/27/2017,COC,1674,13.0,,10,,72,400,electrofishing,
N Twin,6/30/2017,BIB,1676,27.9,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1680,17.2,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1679,13.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1678,18.5,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1677,17.0,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1682,16.7,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1681,15.0,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1683,12.1,,25,,73,400,electrofishing,
N Twin,6/30/2017,COC,1686,19.9,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1689,16.3,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1688,19.4,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1687,22.5,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1684,12.7,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1637,19.4,R,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1685,16.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1690,18.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1691,22.9,,15,,73,400,electrofishing,
N Twin,6/30/2017,COC,1697,15.5,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1695,22.4,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1692,22.4,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1693,19.4,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1696,21.0,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1700,19.1,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1698,19.2,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1699,17.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1694,16.7,,16,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1709,17.4,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1702,23.5,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1715,18.2,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1703,17.5,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1711,30.5,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1710,19.4,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1701,25.4,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1706,28.5,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1708,22.3,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1714,26.0,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1704,16.6,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1712,19.8,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1707,25.5,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1719,21.0,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1716,20.9,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1718,21.0,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1717,23.5,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1722,27.4,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1720,21.3,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1721,16.2,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1724,12.5,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1725,21.3,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1723,16.4,,9,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1735,24.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1732,18.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1733,18.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1734,27.9,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1727,26.9,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1729,17.4,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1730,27.5,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1728,30.2,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1726,17.4,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1738,13.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1739,16.5,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1740,17.5,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1736,28.1,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1731,21.5,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1607,19.0,R,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1737,19.6,,20,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1741,28.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1744,25.4,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1747,28.8,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1750,31.4,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1748,26.3,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1743,26.8,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1742,28.4,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1745,27.8,,,,73,400,electrofishing,
N Twin,6/30/2017,COC,1746,31.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1749,24.3,,15,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1751,32.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1759,29.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1753,32.5,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1754,25.9,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1752,28.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1755,26.6,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1756,29.0,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1757,27.4,,,,73,400,electrofishing,
N Twin,6/30/2017,BIB,1760,28.2,,13,,73,400,electrofishing,
N Twin,7/5/2017,BIB,1758,17.8,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1763,14.7,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1761,15.5,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1764,23.0,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1762,19.7,,15,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1767,26.2,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1766,18.7,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1773,28.7,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1769,27.7,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1775,23.4,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1772,12.6,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1770,24.2,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1768,18.7,,15,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1778,30.7,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1784,30.2,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1785,32.0,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1786,30.8,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1779,30.0,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1780,30.2,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1776,27.8,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1765,28.6,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1782,25.0,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1781,23.5,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1783,24.9,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1787,25.1,,15,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1791,28.0,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1792,29.2,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1777,18.1,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1774,21.1,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1790,18.5,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1793,16.3,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1788,18.4,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1789,15.8,,15,,79,420,electrofishing,
N Twin,7/5/2017,COC,1797,25.3,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1800,17.5,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1798,13.7,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1794,22.7,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1796,20.3,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1795,25.6,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1799,20.0,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1802,16.6,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1804,18.2,,,,79,420,electrofishing,
N Twin,7/5/2017,COC,1805,23.0,,15,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1803,28.7,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1801,30.7,,,,79,420,electrofishing,
N Twin,7/5/2017,BIB,1806,28.1,,14.5,,79,420,electrofishing,
S Twin,7/7/2017,COC,1808,14.3,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1807,16.9,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1809,27.7,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1810,17.2,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1815,17.5,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1812,15.5,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1813,19.6,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1811,21.3,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1814,20.0,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1825,17.0,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1824,19.2,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1823,13.7,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1822,13.5,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1821,19.0,,15,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1820,14.8,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1816,14.3,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1817,17.6,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1819,17.8,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1826,15.2,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1827,20.0,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1828,17.6,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1829,21.5,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1831,24.5,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1833,16.6,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1830,20.9,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1836,19.4,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1832,17.8,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1835,16.6,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1837,14.6,,27,,78,410,electrofishing,
S Twin,7/7/2017,COC,1834,14.2,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1818,14.6,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1842,15.0,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1841,14.6,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1840,13.9,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1850,21.6,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1849,21.6,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1847,15.2,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1839,14.5,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1838,14.6,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1843,19.3,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1848,23.3,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1846,13.8,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1845,23.8,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1844,15.6,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1883,25.3,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1881,18.6,,20,,78,410,electrofishing,
S Twin,7/7/2017,COC,1882,19.0,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1879,26.0,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1880,12.7,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1878,15.2,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1876,14.3,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1877,15.8,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1886,15.5,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1888,18.2,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1884,12.7,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1887,14.7,,,missing right pelvic,78,410,electrofishing,
S Twin,7/7/2017,COC,1885,26.7,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1889,16.0,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1890,19.0,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1891,13.5,,25,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1893,16.3,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1894,19.2,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1892,18.0,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1896,16.3,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1895,15.2,,,,78,410,electrofishing,
S Twin,7/7/2017,BIB,1897,17.0,,,,78,410,electrofishing,
S Twin,7/7/2017,COC,1898,15.0,,15,,78,410,electrofishing,
N Twin,7/10/2017,COC,1679,13.7,R,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5004,18.7,,15,,80,420,electrofishing,
N Twin,7/10/2017,COC,5013,17.7,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5011,20.3,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5005,23.9,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5007,22.4,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5006,20.1,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5009,25.0,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5008,29.9,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,1772,12.8,R,22,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5012,28.7,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5016,22.7,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5010,23.1,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5015,18.6,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5014,17.7,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5018,23.9,,26,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5022,26.1,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5020,26.6,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5019,24.7,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5025,21.1,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5021,26.5,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5024,20.4,,15,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5023,28.9,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5027,27.7,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5026,28.4,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5032,23.8,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5029,22.4,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5034,24.6,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5031,24.5,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5033,28.4,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5030,30.1,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5035,28.9,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5036,17.3,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5028,26.1,,15,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5039,25.1,,,,80,420,electrofishing,
N Twin,7/10/2017,COC,5038,22.3,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5037,21.1,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5050,22.7,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5049,28.9,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5046,25.6,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5048,26.7,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5045,25.8,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5044,30.3,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5047,26.7,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5041,24.8,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5040,26.9,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5042,24.8,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5043,16.5,,15,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5052,29.2,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5051,17.2,,,,80,420,electrofishing,
N Twin,7/10/2017,BIB,5054,23.8,,14,,80,420,electrofishing,
S Twin,7/28/2017,COC,5164,18.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5174,16.4,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5175,13.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5173,13.5,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5172,18.9,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5171,14.5,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5162,14.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5170,12.6,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5202,14.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5203,15.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5204,11.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5205,14.6,,30,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5201,23.2,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5213,15.5,R,,tag lost but was retagged,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5207,17.2,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5214,17.9,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5215,14.7,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5212,16.5,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5210,15.8,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5206,16.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5211,15.0,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5209,12.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5208,12.2,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5225,16.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5221,13.5,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5224,13.4,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5223,14.5,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5220,13.2,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5222,16.8,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5217,17.4,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5219,14.0,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5216,13.2,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5218,14.5,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5227,15.2,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5226,15.5,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5233,16.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5230,18.6,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5231,15.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5228,11.5,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5229,16.8,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5232,13.7,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5234,13.7,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5235,17.1,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5237,14.3,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5238,16.6,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5236,12.2,,,,78,440,electrofishing,"11"""
S Twin,7/28/2017,COC,5240,14.8,,30,,78,440,electrofishing,"11"""
