Date,Lake,TAG NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site/Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On-Time (s),Water Temp (C),Secchi (cm),Weather,Year
6/2/2017,Center,4612,BIB,582,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4613,BIB,504,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4614,BIB,674,.,1,,DORSAL,no previous tag,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4615,BIB,514,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4616,BIB,472,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4617,BIB,481,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4618,BIB,432,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4619,BIB,440,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4136,BIB,516,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4620,BIB,460,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4621,BIB,477,.,.,,.,TINY LEFT PELVIC,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4622,BIB,501,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4623,BIB,471,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4075,BIB,488,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4624,BIB,486,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4625,BIB,447,.,.,,.,DEFORMED LEFT PEC,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4626,BIB,435,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4627,BIB,562,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4628,BIB,485,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4629,BIB,494,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4630,BIB,445,.,.,,.,TAGGED LEFT OPERCLE,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4631,BIB,440,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4632,BIB,432,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4633,CAP,463,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4634,CAP,627,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4635,CAP,521,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4636,CAP,636,.,.,,.,DAMAGED LEFT PEC,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4637,CAP,471,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4638,CAP,461,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4639,CAP,442,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4640,CAP,456,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4641,CAP,442,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4642,CAP,569,.,.,,.,DAMAGED CAUDAL PEDUNCLE,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4643,CAP,663,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4644,CAP,513,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4645,CAP,486,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4646,CAP,453,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4647,CAP,470,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4648,CAP,465,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4649,CAP,507,.,.,,.,.,EF,3,ROCK BARRIER,,WEST SHORE,,576,,,5,2017
6/2/2017,Center,4650,BIB,511,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4651,BIB,443,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4652,BIB,458,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4653,BIB,518,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4654,BIB,521,.,.,1,RIGHT PELVIC - LOST TAG,2017 tag loss,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4655,BIB,488,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4656,BIB,484,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4657,BIB,478,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4658,BIB,488,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4659,BIB,584,.,1,,DORSAL,no previous tag,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4660,BIB,477,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4661,BIB,523,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4662,BIB,497,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4663,BIB,427,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4664,BIB,453,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4665,BIB,481,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4666,BIB,612,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4667,BIB,434,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4668,BIB,611,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4669,BIB,488,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4670,BIB,443,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4671,BIB,445,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4672,BIB,496,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4673,BIB,475,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4674,BIB,482,.,1,,DORSAL,no previous tag,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4675,BIB,402,.,.,,.,TAGGED LEFT OPERCLE,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4676,BIB,477,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4677,BIB,507,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4678,BIB,454,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4679,BIB,436,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4680,BIB,NA,.,1,,DORSAL,no previous tag,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4681,BIB,535,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4682,BIB,476,.,.,1,RIGHT PELVIC - LOST TAG,TAGGED LEFT OPERCLE - 2017 tag loss,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4683,BIB,447,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4684,BIB,438,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4685,BIB,517,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4686,BIB,508,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4687,BIB,478,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4688,BIB,484,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4689,BIB,489,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4690,BIB,503,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4691,CAP,528,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4692,CAP,523,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4693,CAP,484,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4694,CAP,529,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4695,CAP,511,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4696,CAP,498,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4697,CAP,456,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4698,CAP,471,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4699,CAP,510,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4700,CAP,774,.,.,,.,.,EF,4,ISLAND,,EAST SHORE,,960,,,5,2017
6/2/2017,Center,4701,BIB,430,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4702,BIB,482,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4703,BIB,556,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4704,BIB,441,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4705,BIB,440,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4706,BIB,421,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4707,BIB,471,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4708,BIB,473,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4709,BIB,436,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4710,BIB,413,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4711,BIB,447,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4712,BIB,422,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4713,BIB,404,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4714,BIB,505,.,.,1,RIGHT PELVIC - LOST TAG,2017 tag loss,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4715,BIB,424,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4716,BIB,426,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4717,BIB,445,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4718,BIB,513,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4719,BIB,495,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4720,BIB,505,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4721,BIB,475,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4722,BIB,517,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4723,BIB,408,.,1,,DORSAL,no previous tag,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4724,BIB,483,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4725,BIB,472,.,1,,DORSAL,no previous tag,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4151,BIB,522,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4726,BIB,475,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4727,BIB,476,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4728,BIB,429,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4729,BIB,437,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4730,BIB,512,.,.,1,RIGHT PELVIC - LOST TAG,2017 tag loss,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4731,BIB,513,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4732,BIB,657,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4733,BIB,542,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4734,BIB,554,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4735,BIB,560,.,1,,DORSAL,no previous tag,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4736,BIB,570,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4737,BIB,406,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4738,BIB,402,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4739,BIB,442,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4740,BIB,492,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4741,BIB,497,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4742,BIB,521,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4743,BIB,502,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4744,BIB,479,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4745,BIB,468,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4746,BIB,475,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4747,BIB,419,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4748,BIB,467,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4749,BIB,485,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4750,BIB,417,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4751,BIB,617,.,1,,DORSAL,no previous tag,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4752,BIB,622,.,1,,DORSAL,no previous tag,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4753,BIB,404,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4754,BIB,548,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4755,BIB,441,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4756,BIB,478,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4757,BIB,492,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4758,BIB,466,.,1,,DORSAL,no previous tag,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4759,BIB,408,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4760,CAP,477,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4761,CAP,451,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4762,CAP,492,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4763,CAP,456,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4764,CAP,455,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4765,CAP,396,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4766,CAP,625,.,.,,LEFT PECTORAL,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4767,CAP,424,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4768,CAP,490,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4769,CAP,434,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4770,CAP,422,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4771,CAP,476,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4772,CAP,428,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4773,CAP,432,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4774,CAP,684,.,.,,.,.,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4775,CAP,405,.,.,,.,TAGGED LEFT OPERCLE,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4776,CAP,362,.,.,,.,TAGGED LEFT OPERCLE,EF,5,.,,.,,990,,,5,2017
6/2/2017,Center,4872,CAP,591,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4777,CAP,596,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4778,CAP,554,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4779,CAP,648,.,1,,DORSAL,no previous tag,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4780,CAP,468,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4781,CAP,597,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4782,CAP,622,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4783,CAP,643,.,.,,RIGHT PECTORAL,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4784,CAP,641,.,.,,RIGHT PECTORAL,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4785,CAP,514,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4786,CAP,542,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4787,CAP,556,.,.,,RIGHT PECTORAL,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4788,CAP,748,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4789,CAP,562,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4790,CAP,552,.,.,1,RIGHT PELVIC - LOST TAG,2017 tag loss,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4791,CAP,503,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4792,CAP,434,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4793,CAP,521,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4794,CAP,508,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4795,CAP,625,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4796,CAP,609,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4797,CAP,485,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4798,CAP,459,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4799,CAP,441,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4800,BIB,481,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4901,BIB,428,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4902,BIB,443,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4903,BIB,438,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4904,BIB,461,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4905,BIB,484,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4906,BIB,550,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4907,BIB,682,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4908,BIB,574,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/2/2017,Center,4909,BIB,510,.,.,,.,.,EF,6,.,,.,,441,,,5,2017
6/5/2017,Center,4910,CAP,564,.,.,,.,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4911,CAP,583,.,.,,.,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4912,CAP,524,.,.,,.,TAGGED OPERCLE,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4913,CAP,412,.,.,,.,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4914,CAP,462,.,.,,.,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4915,CAP,629,.,.,,.,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4916,CAP,610,.,.,,RIGHT PECTORAL,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4917,CAP,672,.,.,,.,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4918,CAP,617,.,.,,LEFT PELVIC,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4919,CAP,649,.,.,,.,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4806,CAP,538,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4920,CAP,673,.,.,,.,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4796,CAP,596,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4921,CAP,634,.,.,,.,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4922,BIB,712,.,.,,.,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4923,BIB,649,.,1,,DORSAL,no previous tag,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4924,BIB,458,.,.,,.,.,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4925,BIB,414,.,.,,.,TAGGED OPERCLE,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4926,BIB,618,.,.,1,RIGHT PELVIC - LOST TAG,2017 tag loss,EF,1,.,,.,,3480,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4927,BIB,482,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4928,BIB,529,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4929,BIB,493,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4930,BIB,418,.,.,,.,TAGGED OPERCLE,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4931,CAP,395,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4932,CAP,533,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4933,CAP,483,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4934,CAP,433,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4935,CAP,445,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4936,CAP,497,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4937,CAP,450,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4938,CAP,601,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4939,CAP,435,.,.,,.,NATURALLY MISSING LEFT PELVIC,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4940,CAP,514,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4941,CAP,373,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4942,CAP,468,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4943,CAP,422,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4944,CAP,451,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4945,CAP,553,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,3971,CAP,608,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
6/5/2017,Center,4946,CAP,593,.,.,,.,.,EF,2,.,,.,,4680,,,"SUNNY, N 10 MPH",2017
