Date,Lake,TAG NUMBER,Species,Length (mm),Weight (g),Recap,Tag Loss,Fin Clipped,Notes,Gear,Site/Transect,Start Latitude,Start Longitude,End Latitude,End Longitude,On-Time (s),Water Temp (C),Secchi (cm),Weather,Year
6/1/2017,Center,4042,BIB,474,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4043,BIB,692,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4044,BIB,522,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4045,BIB,494,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4046,BIB,479,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4047,BIB,499,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4048,BIB,603,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4049,BIB,647,.,1,,DORSAL,no previous tag,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4050,BIB,584,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4301,BIB,603,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4302,BIB,503,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4303,BIB,531,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4304,BIB,513,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4305,BIB,627,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4306,BIB,567,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4307,BIB,525,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4308,BIB,722,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4309,BIB,557,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4310,BIB,593,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4311,BIB,473,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4312,BIB,628,.,1,,DORSAL,no previous tag,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4313,BIB,723,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4314,BIB,563,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4315,BIB,611,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4316,BIB,501,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4317,BIB,634,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4318,BIB,583,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4319,BIB,517,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4320,BIB,578,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4321,BIB,518,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4322,BIB,568,.,1,,DORSAL,no previous tag,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4323,BIB,477,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4324,BIB,548,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4325,BIB,490,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4326,BIB,576,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4327,BIB,552,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4328,BIB,610,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4329,BIB,542,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4330,BIB,477,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4331,BIB,517,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4332,BIB,575,.,1,,DORSAL,no previous tag,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4333,BIB,487,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4334,BIB,598,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4335,BIB,632,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4336,BIB,575,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4337,BIB,494,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4338,BIB,573,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4339,BIB,507,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4340,BIB,497,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4341,BIB,523,.,1,,DORSAL,no previous tag,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4342,BIB,527,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4343,BIB,486,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4344,CAP,559,.,.,,.,.,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,NA,CAP,239,.,.,,.,DEAD FISH,EF,BAR_1,.,,.,,870,,,5,2017
6/1/2017,Center,4345,BIB,612,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4346,BIB,506,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4347,BIB,507,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4348,BIB,633,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4349,BIB,593,.,1,,DORSAL,no previous tag,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4350,BIB,498,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4351,BIB,512,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4352,BIB,595,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4353,BIB,582,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4181,BIB,558,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4354,BIB,514,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4355,BIB,630,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4356,BIB,498,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4357,BIB,595,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4358,BIB,544,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4359,BIB,575,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4360,BIB,596,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4361,BIB,475,.,1,,DORSAL,no previous tag,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4362,BIB,614,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4363,BIB,642,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4364,BIB,621,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4365,BIB,544,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4366,BIB,466,.,1,,DORSAL,no previous tag,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4367,BIB,591,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4368,BIB,461,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4369,BIB,614,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4370,BIB,573,.,1,,DORSAL,no previous tag,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4371,BIB,588,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4372,BIB,795,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4373,BIB,572,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4374,BIB,568,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4375,BIB,615,.,1,,DORSAL,no previous tag,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4376,BIB,716,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4377,BIB,615,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4378,BIB,590,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4379,BIB,461,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4380,BIB,594,.,1,,DORSAL,no previous tag,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4381,BIB,635,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4382,BIB,481,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4383,BIB,583,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4384,BIB,475,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4385,BIB,510,.,1,,DORSAL,no previous tag,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4386,BIB,558,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4387,BIB,579,.,.,,.,.,EF,ISLAND_1,.,,.,,962,,,5,2017
6/1/2017,Center,4388,BIB,510,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4389,BIB,583,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4390,BIB,623,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4391,BIB,608,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4392,BIB,617,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4393,BIB,648,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4394,BIB,564,.,1,,DORSAL,no previous tag,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4395,BIB,711,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4396,BIB,483,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4397,BIB,689,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4398,BIB,501,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4399,BIB,487,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4400,BIB,527,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4001,BIB,641,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4002,BIB,520,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4003,BIB,534,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4004,BIB,473,.,1,,DORSAL,no previous tag,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4005,BIB,607,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4006,BIB,742,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4007,BIB,615,.,1,,DORSAL,no previous tag,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4008,BIB,440,.,1,,DORSAL,no previous tag,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4009,BIB,585,.,1,,DORSAL,no previous tag,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4010,BIB,494,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4011,BIB,624,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,3998,BIB,577,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4012,BIB,498,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4013,BIB,660,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4014,BIB,517,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4015,BIB,439,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4016,BIB,485,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4017,BIB,522,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4018,BIB,480,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4019,BIB,397,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4020,BIB,588,.,1,,DORSAL,no previous tag,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4021,BIB,508,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4022,BIB,469,.,.,,.,.,EF,BAR_2,.,,.,,980,,,5,2017
6/1/2017,Center,4100,BIB,578,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4023,BIB,626,.,1,,DORSAL,no previous tag,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4024,BIB,570,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4025,BIB,584,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4076,BIB,463,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4077,BIB,504,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4078,BIB,515,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4079,BIB,418,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,494,BIB,495,.,1,,TAG - RIGHT PELVIC - DORSAL,2017 recap,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4080,BIB,480,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4081,BIB,473,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4082,BIB,462,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4083,BIB,492,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4084,BIB,570,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4085,BIB,517,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4086,BIB,505,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4087,BIB,440,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4088,CAP,565,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4089,CAP,576,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4090,CAP,580,.,.,,RIGHT AND LEFT PECTORAL,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4091,CAP,690,.,.,,LEFT PECTORAL,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4092,CAP,452,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4093,CAP,508,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4094,CAP,525,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4095,CAP,652,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4096,CAP,617,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4097,CAP,502,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4098,CAP,610,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4099,CAP,663,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4451,CAP,617,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4452,CAP,707,.,.,,RIGHT PECTORAL,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4453,CAP,607,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4454,CAP,459,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4455,CAP,705,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4456,CAP,468,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4457,CAP,549,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4458,BIB,548,.,.,,.,.,EF,ROCK BARRIER,.,,.,,500,,,5,2017
6/1/2017,Center,4459,BIB,590,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4460,BIB,476,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4461,BIB,428,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4462,BIB,565,.,1,,DORSAL,no previous tag,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4463,BIB,623,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4464,BIB,470,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4465,BIB,589,.,1,,DORSAL,no previous tag,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4466,BIB,684,.,1,,DORSAL,no previous tag,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4467,BIB,564,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4468,BIB,494,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4469,BIB,570,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4470,BIB,603,.,1,,DORSAL,no previous tag,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4471,BIB,506,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4472,BIB,483,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4473,BIB,628,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4474,BIB,528,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4475,BIB,549,.,1,,DORSAL,no previous tag,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4476,BIB,651,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4477,BIB,560,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,3993,BIB,598,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4478,BIB,543,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4479,BIB,666,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4480,BIB,517,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4481,BIB,592,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4482,BIB,528,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4483,BIB,513,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4484,BIB,636,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4485,BIB,458,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4486,BIB,499,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,496,BIB,595,.,1,,TAG - RIGHT PELVIC - DORSAL,2017 recap,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4487,BIB,478,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4488,BIB,617,.,1,,DORSAL,no previous tag,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4489,BIB,500,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4490,BIB,487,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4491,BIB,636,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4492,BIB,417,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4493,BIB,596,.,.,1,RIGHT PELVIC - LOST TAG,2017 tag loss,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4494,BIB,475,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4495,BIB,484,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4496,BIB,481,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4497,BIB,486,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4498,BIB,493,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4499,BIB,479,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4147,BIB,461,.,1,,TAG/RIGHT PELVIC,2017 recap,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4500,BIB,667,.,.,,.,.,EF,BAR_3,.,,.,,678,,,5,2017
6/1/2017,Center,4426,BIB,630,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4427,BIB,491,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4428,BIB,547,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4429,BIB,547,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4430,BIB,538,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4431,BIB,620,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4432,BIB,622,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4433,BIB,484,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4434,BIB,594,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4435,BIB,599,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4436,BIB,564,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4437,BIB,495,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4438,BIB,498,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4439,BIB,528,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4440,BIB,697,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4441,BIB,557,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4442,BIB,612,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4443,BIB,546,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4444,BIB,563,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4445,BIB,477,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4446,BIB,593,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4447,BIB,443,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4448,BIB,523,.,1,,DORSAL,2017 recap,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4449,BIB,595,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4450,BIB,664,.,1,,DORSAL,2017 recap,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4401,BIB,515,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4402,BIB,582,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4403,BIB,527,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4404,BIB,593,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4405,BIB,585,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4406,BIB,576,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4407,BIB,472,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4408,BIB,429,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4409,BIB,457,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4410,BIB,578,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4411,BIB,532,.,.,1,RIGHT PELVIC - LOST TAG,2017 tag loss,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4412,BIB,481,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
6/1/2017,Center,4413,BIB,530,.,.,,.,.,EF,BAR_4,.,,.,,566,,,5,2017
